date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,et0_fao_evapotranspiration,vapour_pressure_deficit_max,soil_temperature_0_to_7cm_mean
2008-11-17,28.8,19,0,16.78,3.62,2.13,24.3
2008-11-18,28.5,18.5,0,16.98,3.52,1.91,24.1
2008-11-19,28.6,18.2,0,16.66,3.49,1.97,24.2
2008-11-20,29.2,19.8,0,16.52,3.42,2.1,24.6
2008-11-21,30.1,19.7,0,15.9,3.19,2.13,25.5
2008-11-22,28.9,19.9,0,15.69,3.55,2.11,24.9
2008-11-23,27.3,17.8,0,17.16,3.75,2.14,23.2
2008-11-24,26.4,14.6,0,17.46,3.52,1.99,21.6
2008-11-25,27.1,14.5,0,17.22,3.44,2.01,21.6
2008-11-26,27.7,15.3,0,16.71,3.39,1.89,22.3
2008-11-27,28,16.5,0,16.59,3.4,1.99,23.1
2008-11-28,27.8,16.4,0,15.73,3.27,1.9,23
2008-11-29,28.2,16.3,0,16.14,3.44,2.02,23.4
2008-11-30,28.3,17.3,0,15.82,3.34,2.1,23.7
2008-12-01,28.3,19,0,15.57,3.13,2.08,24
2008-12-02,27.9,18.2,0,14.31,2.94,2,24.2
2008-12-03,28.2,18.5,0,12.91,2.89,2.1,24.6
2008-12-04,27.8,18.7,0,12.68,2.84,2,24.7
2008-12-05,27.4,19.6,0,11.45,2.74,2.11,24.4
2008-12-06,27.4,17.5,0,12.04,2.56,2.05,23.8
2008-12-07,27,19.1,0,11.75,2.55,1.77,24.2
2008-12-08,27.9,19.3,0,12.23,2.7,1.93,24.4
2008-12-09,27.8,18.7,0,12.52,2.75,2.08,24.2
2008-12-10,27.9,19.4,0,14.26,2.97,2.01,24.1
2008-12-11,28.6,19,0,14.16,2.85,2.07,24.5
2008-12-12,28.9,17.8,0,15.67,3.26,2.12,24.4
2008-12-13,29.2,17.6,0,15.8,3.3,2.28,24.4
2008-12-14,29,18.1,0,15.71,3.34,2.24,24.6
2008-12-15,27.1,16.7,0,13.75,2.89,1.77,23.6
2008-12-16,26.1,15.3,0,16.16,3.26,2,22.7
2008-12-17,25.7,14.4,0,16.16,3.12,1.69,22.2
2008-12-18,25.3,14.5,0,15.07,2.9,1.44,22.1
2008-12-19,25.1,15,0,15.56,2.95,1.51,22.7
2008-12-20,24.7,18.5,0,11.5,2.38,1.41,23.4
2008-12-21,25,17.4,0,11.53,2.41,1.45,22.9
2008-12-22,25.6,15.7,0,14,2.86,1.63,22.7
2008-12-23,25,14.8,0,15.72,3.1,1.61,22.3
2008-12-24,24.8,14.6,0,13.28,2.71,1.63,21.6
2008-12-25,24.6,13,0,16.27,3.2,1.78,21.1
2008-12-26,24.6,12.4,0,16.2,3.14,1.7,20.9
2008-12-27,24.8,12.7,0,16.28,3.21,1.82,20.8
2008-12-28,25.2,13,0,16.42,3.23,1.82,20.9
2008-12-29,25.4,13.9,0,16.29,3.11,1.86,21
2008-12-30,25.7,13.5,0,16.3,3.19,1.93,21.5
2008-12-31,25.7,15.2,0,16.4,3.15,1.97,21.7
2009-01-01,25.9,16.3,0,16.19,3.09,1.87,21.9
2009-01-02,25.4,14.9,0,15.67,3.13,1.78,22
2009-01-03,25.1,13.6,0,16.41,3.19,1.81,21.8
2009-01-04,25.1,13.6,0,16.42,2.93,1.68,21.8
2009-01-05,26,14.6,0.2,13.2,2.62,1.61,22.2
2009-01-06,26,17.7,3.8,12.61,2.37,1.2,23
2009-01-07,26.2,17.3,0.1,13.16,2.47,1.22,23.1
2009-01-08,26.8,16.7,0.1,15.76,3.03,1.66,23.6
2009-01-09,26.8,17.6,0,14.73,2.91,1.62,23.7
2009-01-10,27.3,17,0,15.85,3.18,1.8,23.7
2009-01-11,26.6,18.1,0,12.28,2.46,1.59,23.5
2009-01-12,26.4,17.9,0,12.32,2.67,1.71,23.3
2009-01-13,26.1,14.9,0,17.21,3.45,1.93,22.4
2009-01-14,25.6,13.3,0,17.52,3.42,1.94,21.9
2009-01-15,25.9,13.4,0,17.38,3.41,1.84,22.1
2009-01-16,26,13.5,0,17.49,3.41,1.84,22.3
2009-01-17,26.3,14,0,17.33,3.39,1.84,22.7
2009-01-18,26.9,15.2,0,17.68,3.38,2.05,22.7
2009-01-19,27.7,14.9,0,17.58,3.51,2.02,23.2
2009-01-20,28.3,15.6,0,17.9,3.85,2.37,23.5
2009-01-21,25.9,14.8,0,18.3,3.76,2.29,22.6
2009-01-22,26.2,12.5,0,18.12,3.73,2.2,21.8
2009-01-23,26.3,13.2,0,18.04,3.49,1.91,22.3
2009-01-24,27.8,15.5,0,17.73,3.44,2.02,23.3
2009-01-25,28.7,17.3,0,15.3,3.23,1.91,24.1
2009-01-26,29.3,18.7,0,16.27,3.37,2.22,24.8
2009-01-27,30.5,18.6,0,17.07,3.47,2.29,25.7
2009-01-28,29.8,19.5,0,17.33,3.57,2.41,26.4
2009-01-29,28,17.9,0,18.15,3.94,2.41,25.3
2009-01-30,27.3,14,0,19.06,4.02,2.44,23.5
2009-01-31,27.5,13.4,0,18.8,3.88,2.46,23.2
2009-02-01,27.2,15.6,0,17.24,3.68,2.37,23.6
2009-02-02,27,15.4,0,15.83,3.28,2.17,23.7
2009-02-03,27.5,14.1,0,19.14,3.87,2.33,23.9
2009-02-04,27.8,16.3,0,19.34,3.97,2.45,23.9
2009-02-05,28.2,16,0,19.63,4.03,2.52,24
2009-02-06,29.3,15.3,0,18.95,3.94,2.76,24.3
2009-02-07,29.6,15.7,0,19.34,4.08,2.85,25
2009-02-08,29.4,15.9,0,19.64,4.13,2.74,25.4
2009-02-09,29,15.2,0,19.9,4.28,2.71,25.2
2009-02-10,28.9,15.6,0,19.9,3.93,2.59,25.5
2009-02-11,29.7,19.2,0.1,17.15,3.75,2.23,26
2009-02-12,28.8,20.5,0,18.13,3.75,1.95,26.9
2009-02-13,28.4,16.6,0,20.29,4.36,2.56,25.7
2009-02-14,29.3,18,0,20.47,4.28,2.69,25.5
2009-02-15,30,15.8,0,20.65,4.55,2.93,25.6
2009-02-16,30.4,15.4,0,20.79,4.86,3.07,25.5
2009-02-17,29.7,15.9,0,21.22,5.09,3.13,25.2
2009-02-18,29.6,13.7,0,21.59,4.92,3.08,24.5
2009-02-19,30.1,14.1,0,21.62,4.57,3.26,24.8
2009-02-20,31.3,15.3,0,21.42,4.3,3.36,25.8
2009-02-21,32.1,16.2,0,21.56,4.85,3.69,26.2
2009-02-22,32.7,18.3,0,22.02,5.42,4.05,27
2009-02-23,33.3,18.4,0,21.57,4.93,4.07,27.7
2009-02-24,33.7,20.9,0,19.51,4.65,3.14,28.8
2009-02-25,35,22.2,0,21.24,5.1,4.17,29.9
2009-02-26,34.1,20.8,0,21.12,4.73,4.04,29.7
2009-02-27,34.9,22.2,0,20.44,5.16,3.97,29.8
2009-02-28,32.7,21.3,0,21.1,4.82,3.73,29.8
2009-03-01,32.7,20.6,0,22.42,5.46,4.03,29.1
2009-03-02,32.5,16.8,0,22.45,5.12,3.82,28.1
2009-03-03,32.7,19.7,0,21.3,4.66,3.09,28.6
2009-03-04,33.2,20.4,0,22.54,5.2,3.67,29.2
2009-03-05,36,21.9,0,22.68,5.36,4.43,30.2
2009-03-06,34.5,22.8,0,22.17,5.28,4.12,30.8
2009-03-07,34.3,21.8,0,23.44,5.39,4.43,30.2
2009-03-08,35.1,22.5,0,22.69,5.38,3.71,30.6
2009-03-09,34.4,23.1,0,22.42,5.03,3.34,31.7
2009-03-10,34.3,24,0.3,17.7,4.23,3.59,31.6
2009-03-11,33.6,23.8,0,22.15,5.32,3.44,31.9
2009-03-12,33.5,21.3,0.2,23.71,5.52,4.17,30.9
2009-03-13,33.5,18.7,0,23.45,5.43,3.93,29.7
2009-03-14,33.8,17.9,0,24.8,5.7,4.18,29.3
2009-03-15,33,18,0,21.37,4.94,3.73,29.2
2009-03-16,33.3,22,0,19.96,4.94,3.44,30.1
2009-03-17,33.9,20.5,0.7,23.02,5.21,3.62,30.9
2009-03-18,34.1,21,0,23.14,5.51,3.71,30.8
2009-03-19,34.2,21,0,23.78,5.43,3.82,30.8
2009-03-20,34.4,22.3,0.5,22.98,5.25,3.43,31.2
2009-03-21,33.8,23.2,0,22.4,5.09,3.18,31.5
2009-03-22,31.8,24.6,0.6,20.68,4.4,2.41,31.6
2009-03-23,33.3,23.4,0,22.15,4.96,3.15,31.7
2009-03-24,34.7,22.9,0,23.05,5.58,3.89,32.1
2009-03-25,35.6,23.5,1.9,22.98,5.6,4.19,32
2009-03-26,34.3,23.7,0.2,22.75,5.57,3.77,31.8
2009-03-27,34.7,23.2,0.2,23.4,5.37,3.75,31.7
2009-03-28,35.1,24.6,2.4,21.31,5.19,3.53,31.8
2009-03-29,34.4,24.3,0.7,22.39,5.56,3.13,31.5
2009-03-30,34.3,25,0.9,21.23,5.18,2.95,31.9
2009-03-31,33,25.4,0.8,21.19,5.03,2.47,32
2009-04-01,35.6,25.3,0,24.2,5.66,4.17,32.6
2009-04-02,35.8,25.1,0,23.1,5.96,4.06,32.5
2009-04-03,36.1,25,0.4,23.8,6.06,3.66,32.7
2009-04-04,38.1,25.6,0.6,23.96,6.42,4.8,33.5
2009-04-05,37,26.4,0,24.6,6.25,3.84,34.2
2009-04-06,36.7,25,0,24.31,5.75,4.31,34.6
2009-04-07,38.3,25.2,0,24.11,6.17,5.35,34.3
2009-04-08,36.8,25.5,0.7,23.29,5.7,3.99,34.1
2009-04-09,35.6,25.5,0.3,19.24,5.27,4.33,32.4
2009-04-10,36,23.1,0,23.73,6.25,4.07,32.7
2009-04-11,36.7,25,0,25.86,6.02,4.68,34.4
2009-04-12,37.5,25.2,0,23.28,6.11,4.8,34.1
2009-04-13,37.7,24.3,0,25.61,6.8,4.91,34.2
2009-04-14,37.1,24.1,0,25.33,6.96,4.54,34.1
2009-04-15,36.3,24.3,0,24.81,6.35,3.79,34.2
2009-04-16,34.3,26.2,0,11.95,3.57,2.68,32.2
2009-04-17,34.1,26.7,0,13.02,3.48,2.56,32.3
2009-04-18,40.6,27.2,0,25.81,7.29,6.19,35.3
2009-04-19,40.8,26.8,0,26.98,7.64,6.62,35.9
2009-04-20,41.6,26.3,0,26.98,7.86,6.84,36.1
2009-04-21,41.4,26.9,0,26.67,7.87,6.26,36.5
2009-04-22,38.7,28.1,0,24.92,6.55,3.81,36.6
2009-04-23,40.2,27.2,0,25.33,6.66,6.22,36.8
2009-04-24,40,25.7,0,27.7,6.84,6.63,36.3
2009-04-25,39.5,26.2,0,27.12,6.74,5.94,36.4
2009-04-26,40.2,25.6,0,27.37,7.45,6.5,36.3
2009-04-27,40.1,24.8,0,26.94,7.26,6.15,36.3
2009-04-28,37.9,26.9,0,25.95,7.08,4.03,35.5
2009-04-29,36.2,27.3,0,24.95,6.79,3.22,35
2009-04-30,36.1,27.2,0,23.33,6.52,3.13,34.8
2009-05-01,36,27.3,0,23.14,6.49,3.03,34.5
2009-05-02,36.9,27.7,0,21.91,6.06,3.29,34.9
2009-05-03,35.8,27.6,0.5,17.43,4.62,3,34.7
2009-05-04,36.5,26,0.4,23.36,5.83,3.57,35
2009-05-05,37,27.4,0,23.75,6.4,3.41,35.5
2009-05-06,37.6,27.7,0,25.88,6.82,3.61,36
2009-05-07,38.9,27.3,0,25.76,6.65,4.76,36.6
2009-05-08,40.9,27.8,0,26.51,7.44,6.28,37.1
2009-05-09,41.4,27.8,0,26.35,7.49,6.49,37.1
2009-05-10,39.3,27.8,0,26.32,7.26,4.37,36.7
2009-05-11,37.9,27,12.5,21.79,5.6,3.48,35.2
2009-05-12,34.4,26.1,4.5,19.62,4.75,2.42,32.9
2009-05-13,32.3,25.3,30,17.01,3.93,1.75,31.1
2009-05-14,33,23.8,3.5,17.87,4.18,2.05,30.7
2009-05-15,32.8,23,15,17.8,4.09,1.92,30.5
2009-05-16,32,26.1,0.1,19.57,4.63,1.93,30.7
2009-05-17,32.1,26.6,0.3,18.92,4.63,1.72,30.9
2009-05-18,33.2,27.4,0.2,17.89,4.76,2.09,31
2009-05-19,32.6,27.5,0.4,18.4,4.36,1.68,31.2
2009-05-20,33.5,27.3,0.8,21.56,5.05,1.93,31.8
2009-05-21,33.4,26.2,0,23.66,5.51,2.29,31.8
2009-05-22,33.8,26.1,0,24.08,5.53,2.5,32.2
2009-05-23,33.9,26.5,1,21.86,4.99,2.21,32
2009-05-24,28.8,25.9,34.3,9.25,2.25,0.79,29.2
2009-05-25,26.7,25.3,67.4,1.87,1.12,0.38,27
2009-05-26,32.8,25.3,3.9,21.53,4.96,1.92,29.2
2009-05-27,33.7,26.5,0,23.5,5.33,1.97,30.8
2009-05-28,34.5,27.5,0.4,20.77,4.82,2.18,31.3
2009-05-29,33.1,26.8,0,20.28,4.64,1.96,31.1
2009-05-30,33.3,26.7,6,19.98,4.4,1.79,31.1
2009-05-31,33.5,27.2,1,23.06,5.15,1.97,31.3
2009-06-01,32.3,27.6,8.3,18.29,4.05,1.45,31.1
2009-06-02,35.6,27.8,1.8,23.35,5.21,2.56,32.3
2009-06-03,34.2,28.2,0.6,19.57,4.33,2,32.1
2009-06-04,31.4,28.1,5.3,17.52,3.78,1.35,31.6
2009-06-05,32.5,26.9,5.9,19.03,4.19,1.55,31
2009-06-06,32.3,26.4,1.8,21.86,4.68,1.67,31.1
2009-06-07,34.4,27.2,0.8,22.18,5.15,2.2,31.4
2009-06-08,36.3,28.3,0,23.88,5.95,2.49,32.4
2009-06-09,35.2,27.9,0,25.83,6.08,2.06,32.4
2009-06-10,34.3,27.5,0,23.28,5.73,2.33,31.9
2009-06-11,33.7,27.4,0,20.39,5.27,2.22,31.5
2009-06-12,34.6,28.2,0,20.95,5.35,2.24,32
2009-06-13,35.5,28.3,0,22.75,5.62,2.34,32.6
2009-06-14,36.3,28.5,0,22.2,5.66,2.68,33.1
2009-06-15,36.7,28.8,0,23.84,6.03,2.87,33.9
2009-06-16,38.5,29,0,25.5,6.42,3.61,34.8
2009-06-17,38.3,28.8,0.2,23.17,5.69,3.92,34.9
2009-06-18,37.7,28.8,0.3,23.41,6.13,3.28,34.8
2009-06-19,37.5,29.4,0,22,5.92,3.15,34.8
2009-06-20,34.4,29.8,0,13.84,4.08,1.96,33.4
2009-06-21,38.2,29.4,1,25.01,6.45,3.39,35.2
2009-06-22,38.1,29.1,0,25.3,6.69,3.39,35.5
2009-06-23,37.6,28.6,0,25.41,6.64,3.1,35.6
2009-06-24,36.5,29.1,0,21.63,5.78,2.95,35.2
2009-06-25,34.9,28.3,1.7,18.82,4.63,2.42,33.8
2009-06-26,32.4,26.8,11.2,16.42,3.79,1.6,31.9
2009-06-27,31.8,26.8,5.2,13.78,3.36,1.41,31
2009-06-28,31.5,26,21.7,14.8,3.47,1.22,30.5
2009-06-29,31.3,26.7,7.5,14.88,3.42,1.32,30.3
2009-06-30,31,27.8,12.8,12.4,3.11,1.03,30.2
2009-07-01,31.8,27.3,7,12.39,2.94,1.08,29.8
2009-07-02,29.8,26.9,14.1,10.3,2.51,0.8,29.3
2009-07-03,29.9,27,10.9,9.86,2.47,0.93,29.1
2009-07-04,31.7,26.2,1.6,16.35,3.6,1.09,29.8
2009-07-05,31.9,26.6,1.5,18.29,4.08,1.38,30.4
2009-07-06,30.8,26,8.9,14.33,3.08,1.17,29.7
2009-07-07,29.1,25.9,8.5,7.02,1.6,0.63,28.6
2009-07-08,30.9,25.8,4.7,13.92,3.07,1.25,28.9
2009-07-09,30.9,25.4,0.6,13.55,3.12,1.22,29.1
2009-07-10,29.6,25.2,7.6,11.87,2.56,0.82,28.5
2009-07-11,31.2,25.7,5.4,16.03,3.4,1.29,29.4
2009-07-12,31.5,26.1,7.6,14.66,3.19,1.3,29.7
2009-07-13,31.3,26.1,3.5,17.1,3.79,1.32,29.7
2009-07-14,31.4,26.3,2.2,17.84,4.23,1.51,29.7
2009-07-15,30.4,26.8,4.8,13.27,3.22,1,29.2
2009-07-16,30.6,25.9,4.8,15.59,3.45,1.06,29.1
2009-07-17,31.3,26,12.8,15.6,3.36,1.33,29.9
2009-07-18,31.6,26.1,6.2,18.06,3.86,1.32,30.1
2009-07-19,31.9,26.4,1.4,18.2,4.34,1.54,30.1
2009-07-20,30.9,25.6,11.4,11.78,3.12,1.32,29
2009-07-21,30.2,26.5,8.8,13.38,3.05,0.97,29.2
2009-07-22,30.3,25.4,17.7,13.37,2.82,0.92,28.8
2009-07-23,31.9,26.5,11.3,16.86,3.64,1.36,29.9
2009-07-24,33.1,26.5,7.5,17.14,3.76,1.66,30.4
2009-07-25,33.1,27.1,12.3,15.81,3.5,1.59,30.9
2009-07-26,32,26.5,25.9,13.89,3.02,1.36,30.2
2009-07-27,31.8,26.5,7.5,14.21,3.17,1.22,29.8
2009-07-28,29.2,26.3,12,7.58,1.76,0.82,28.4
2009-07-29,30.6,26.2,14.7,9.41,2.15,1.03,28.2
2009-07-30,32.8,26.8,0.6,15.36,3.62,1.64,29.6
2009-07-31,33.8,27.5,3.4,18.53,4.28,1.8,30.7
2009-08-01,33.5,27.4,2.1,17.76,3.96,1.65,31.2
2009-08-02,33.2,27.1,15.2,16.88,3.71,1.63,31.2
2009-08-03,33.6,26.6,13.1,16.56,3.66,1.72,30.9
2009-08-04,32.9,27,18.2,13.12,3,1.42,30.4
2009-08-05,32.7,27.5,19.4,12.2,2.84,1.48,30.1
2009-08-06,30.6,27,14.7,7.5,1.74,0.95,29.1
2009-08-07,31.6,26.2,15.5,10.16,2.37,1.17,29
2009-08-08,31.8,26.3,18.6,10.5,2.4,1.35,29.1
2009-08-09,31.1,25.8,43.8,11.06,2.43,1.01,29.1
2009-08-10,30.5,25.7,7.9,11.53,2.55,1.09,29.3
2009-08-11,31.2,26.2,6.5,14.73,3.32,1.2,29.5
2009-08-12,32.3,26.8,4.4,17.9,3.94,1.42,30.2
2009-08-13,31.6,27.3,4,16.34,3.61,0.95,30.3
2009-08-14,29.6,26.5,7.6,11.18,2.52,0.81,29
2009-08-15,29.4,26,11.2,8.9,2.09,0.76,28.2
2009-08-16,30.4,25.9,3.3,12.19,2.83,0.96,28.6
2009-08-17,32,26.4,3.2,17.09,3.8,1.42,29.6
2009-08-18,32.2,27.1,0.9,20.97,4.66,1.45,30.4
2009-08-19,30.7,27,18.3,12.53,3.01,1.13,29.5
2009-08-20,28.2,26.2,27.8,7.59,1.76,0.54,28.1
2009-08-21,29.3,25.8,6.1,10.27,2.46,0.92,28.1
2009-08-22,31.8,25.8,3,15.25,3.37,1.29,28.8
2009-08-23,31.7,26.2,3.7,13.02,2.91,1.36,29.3
2009-08-24,28.3,24.9,17,7.8,1.71,0.74,27.9
2009-08-25,29.1,25,4.3,12.87,2.73,0.75,28
2009-08-26,29.7,25.1,6.3,14.06,2.89,1.01,28.1
2009-08-27,28.3,24.8,26.5,6.31,1.54,0.54,27.1
2009-08-28,30.5,25.4,7.4,12.03,2.66,1.13,27.9
2009-08-29,31.7,25.5,4.1,18.36,3.96,1.55,29
2009-08-30,32.8,25.2,0.7,20.88,4.51,1.83,30
2009-08-31,31.6,25.9,5,17.05,3.63,1.47,30.1
2009-09-01,32.3,25.7,4.4,17.25,3.7,1.6,30
2009-09-02,32,25.9,5.5,18.76,3.98,1.41,30.1
2009-09-03,30.8,26,10.1,13.94,3.03,1.23,29.3
2009-09-04,29.1,25.4,21.6,11.57,2.44,0.83,28.1
2009-09-05,26.7,25.6,23.5,3.14,1.03,0.3,26.8
2009-09-06,27.5,25.6,29.7,5.71,1.28,0.35,26.8
2009-09-07,28.4,25.7,10.2,7.64,1.63,0.43,27.2
2009-09-08,26.8,24.9,35,3.56,0.89,0.23,26.6
2009-09-09,26.5,25.7,44.8,2.52,0.72,0.22,26.4
2009-09-10,31.2,25.5,1.4,16.9,3.52,1.29,28.3
2009-09-11,32.6,25.6,3.9,17.16,3.68,1.66,29.2
2009-09-12,33.3,25.4,0.3,21.23,4.55,1.77,30.2
2009-09-13,33.2,26.6,0,20.28,4.42,1.61,30.8
2009-09-14,33.7,27,0.4,18.85,4.2,2.02,30.8
2009-09-15,33.8,27.4,1,20.66,4.55,1.9,31
2009-09-16,32.1,26.8,3.5,17.5,3.73,1.28,30.7
2009-09-17,32.1,27,4.6,15.89,3.39,1.51,30.3
2009-09-18,31.9,26.6,4.3,15.96,3.4,1.41,29.7
2009-09-19,30.6,26.1,5.3,16.22,3.38,1.1,29.3
2009-09-20,30.7,25.5,5.6,16.32,3.36,1.17,29.1
2009-09-21,30.3,26.1,18.5,11.48,2.39,1.05,28.5
2009-09-22,28.8,25.4,6.8,9.72,1.94,0.6,27.9
2009-09-23,31.2,25,2.8,13.42,2.83,1.34,28.4
2009-09-24,30.7,25,3.2,12.43,2.64,1.23,28.6
2009-09-25,30.3,25.4,2.3,14.11,2.97,1.19,28.7
2009-09-26,32,25.1,3.7,17.69,3.69,1.43,29.5
2009-09-27,32.5,26,7.9,16.02,3.46,1.59,29.6
2009-09-28,31.1,25.9,10.1,14.22,3.06,1.32,28.9
2009-09-29,31.6,26.1,6.2,14.99,3.18,1.43,28.8
2009-09-30,30.7,26.1,4,16.1,3.51,1.15,28.9
2009-10-01,29.7,25.4,25.2,9.5,1.95,0.83,28
2009-10-02,31.1,25.5,8.1,13,2.77,1.32,28.4
2009-10-03,30.4,25.4,17.8,10.06,2.12,0.99,28
2009-10-04,28.8,25.2,15.1,8.29,1.8,0.79,27.4
2009-10-05,29,24.9,14.6,9.21,1.95,0.85,27.3
2009-10-06,28.1,24.8,8.7,6.9,1.46,0.49,27
2009-10-07,30.2,24.7,11.2,12.09,2.48,0.83,27.5
2009-10-08,30,24.4,28.4,8.73,1.92,1.06,27.2
2009-10-09,30.9,23.7,0,18.29,3.88,1.82,28
2009-10-10,32.4,23,0,20.22,4.36,2.49,27.9
2009-10-11,32.4,22.5,0,20.1,4.36,2.48,27.9
2009-10-12,32,21.6,0,19.52,4.25,2.36,27.4
2009-10-13,31.5,22,0,20.13,4.25,2.2,27.4
2009-10-14,30.9,22,0,18.34,3.8,1.88,27.3
2009-10-15,30.5,23.1,0.5,15.53,3.24,1.63,27.7
2009-10-16,30,24.3,0.9,14.34,2.98,1.26,28
2009-10-17,30.6,24,0.6,15.61,3.19,1.43,27.9
2009-10-18,30.9,22.9,0,18.1,3.8,1.82,27.7
2009-10-19,31.3,20.3,0,20.56,4.24,2.35,26.9
2009-10-20,31.4,20.1,0,20.91,4.49,2.69,26.3
2009-10-21,31,19.3,0,20.58,4.41,2.48,25.7
2009-10-22,29.8,17.7,0,20.58,4.35,2.25,25.2
2009-10-23,29.8,19.2,0,19.13,3.96,2.15,25.6
2009-10-24,30.1,19.5,0,18.37,3.8,2.19,25.8
2009-10-25,30,20.4,0,19.75,4.33,2.38,25.4
2009-10-26,29.6,19.1,0,19.63,4.15,2.27,25.1
2009-10-27,29.6,18.2,0,19.58,4.04,2.17,25
2009-10-28,29.9,18.3,0,19.45,4.06,2.22,25
2009-10-29,29.8,18.9,0,19.34,4.06,2.25,25.1
2009-10-30,30.3,19,0,18.93,4,2.14,25.4
2009-10-31,30.6,19.7,0,19.11,4.02,2.39,25.6
2009-11-01,30.5,19,0,18.35,3.92,2.25,25.6
2009-11-02,29.9,20.9,0,14.65,3.23,1.89,26
2009-11-03,31.8,21.5,0,17.73,3.69,2.22,27.1
2009-11-04,32.5,22.6,0.2,17.37,3.94,2.6,27.6
2009-11-05,31.3,23.1,2.4,13.69,3.06,2.09,27.3
2009-11-06,31.6,22.6,0,16.41,3.49,2.29,27.6
2009-11-07,31.6,22.2,0,16.23,3.39,2.38,27.8
2009-11-08,31.9,22.1,0,17.66,4.06,2.68,27.5
2009-11-09,31.4,21.3,0,17.28,3.85,2.63,27.1
2009-11-10,31.3,23.1,0,15.79,3.43,2.21,27.9
2009-11-11,31.4,22.7,0,17.19,3.64,2.98,27.9
2009-11-12,31.7,22.9,0,16.63,3.56,2.69,27.6
2009-11-13,31.9,23.6,0,15.99,3.42,2.49,28.5
2009-11-14,32.7,23.4,0,15.16,3.54,2.33,29
2009-11-15,32.3,25,0.1,14.56,3.37,2.15,29.5
2009-11-16,32.3,24.9,1.6,14.46,3.23,2.18,29.6
2009-11-17,28.9,22.7,2,10.81,2.59,1.52,27.4
2009-11-18,25,21.1,8.6,6.05,1.35,0.89,24.8
2009-11-19,28.3,21.8,1.7,13.87,2.98,1.73,25.9
2009-11-20,27.7,19.1,0,17.06,3.8,2.08,24.7
2009-11-21,26.3,15.9,0,17.38,3.9,2.07,23
2009-11-22,25.8,13.3,0,17.64,3.66,2.05,21.7
2009-11-23,26.5,14.3,0,17.27,3.57,1.97,22
2009-11-24,26.8,15.1,0,16.65,3.5,2.02,22.3
2009-11-25,26.9,15.3,0,16.97,3.59,2.23,22.3
2009-11-26,27.1,14.3,0,17.16,3.62,2.33,22.1
2009-11-27,27.2,14.2,0,17.2,3.7,2.36,21.9
2009-11-28,27.2,13.8,0,17,3.56,2.36,21.7
2009-11-29,27.3,14.1,0,16.77,3.57,2.15,22.1
2009-11-30,27.4,15.3,0,16.56,3.43,1.97,22.9
2009-12-01,27.4,16.1,0,16.03,3.33,1.97,23.3
2009-12-02,28.1,16.3,0,16.38,3.4,2.19,23.5
2009-12-03,28.3,16.6,0,16.21,3.45,2.26,23.8
2009-12-04,27.8,16.1,0,16.21,3.41,2.14,23.8
2009-12-05,27.3,17.2,0,16.36,3.35,2.22,23.4
2009-12-06,27.4,16.1,0,16.21,3.1,2.19,23
2009-12-07,27.5,15.7,0,15.38,3.08,2.02,23.3
2009-12-08,28,14.8,0,16.22,3.41,2.54,22.9
2009-12-09,27.3,15.3,0,16.12,3.33,2.16,23
2009-12-10,26.6,15,0,16.23,3.25,2.02,22.7
2009-12-11,26.4,14.3,0,15.85,3.07,2.02,22.4
2009-12-12,26.4,14.5,0,16.11,3.12,1.91,22.4
2009-12-13,27,14.9,0,16.05,3.11,1.9,22.9
2009-12-14,27.4,15.6,0,15.11,2.94,1.96,23
2009-12-15,28,15.8,0,15.84,3.23,2.18,23.6
2009-12-16,28.7,15.6,0,15.83,3.22,2.3,23.8
2009-12-17,28.6,18.2,0,14.85,3,2.25,24.6
2009-12-18,28.7,17.1,0,15.13,3.05,2.13,25
2009-12-19,27.7,18.8,0,14.11,2.95,1.82,25.1
2009-12-20,27.6,17.5,0,15.54,3.41,2.1,24.3
2009-12-21,26,14.8,0,16.16,3.48,2.01,22.8
2009-12-22,25,13.7,0,16.32,3.52,2.06,21.6
2009-12-23,24.9,12,0,16.66,3.52,2.09,20.7
2009-12-24,24.8,11.5,0,16.61,3.6,2.22,20.3
2009-12-25,25,11,0,16.63,3.51,2.18,20
2009-12-26,24.8,11.7,0,16.53,3.46,2.15,20.3
2009-12-27,24.3,11.6,0,16.69,3.52,2.1,20
2009-12-28,23.9,10.3,0,16.93,3.47,2.14,19.4
2009-12-29,25,11.1,0,16.66,3.54,2.11,19.6
2009-12-30,24.5,10.8,0,16.41,3.34,2.02,20
2009-12-31,24.2,14.8,0,14,2.96,1.81,20.9
2010-01-01,23.3,12.9,0,16.74,3.4,1.85,20.2
2010-01-02,23.7,11.5,0,16.83,3.31,1.67,19.8
2010-01-03,24.4,11.7,0,16.95,3.32,1.76,20.1
2010-01-04,23.4,11.3,0,16.64,3.18,1.72,20
2010-01-05,24.2,13.2,0,16.72,3.24,1.64,20.4
2010-01-06,23.6,12.1,0,17.04,3.29,1.75,20.1
2010-01-07,24.2,11.3,0,17.22,3.24,1.7,20
2010-01-08,25.2,11.6,0,17.22,3.3,1.8,20.6
2010-01-09,25.7,12.7,0,16.9,3.41,1.99,21.1
2010-01-10,25.6,13.7,0,16.38,3.36,1.89,21.5
2010-01-11,24.5,14.6,0,16.81,3.34,1.71,21.9
