date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,et0_fao_evapotranspiration,vapour_pressure_deficit_max,soil_temperature_0_to_7cm_mean
1990-01-01,24,10.4,0,16.65,3.26,1.93,19.8
1990-01-02,23.9,12.1,0,16.56,3.27,1.83,20.2
1990-01-03,23.6,11.8,0,17.1,3.36,1.85,19.9
1990-01-04,23.8,10.3,0,17.38,3.28,1.82,19.3
1990-01-05,23.6,9.7,0,17.42,3.22,1.89,19.1
1990-01-06,24.4,10.3,0,17.27,3.47,1.99,19.2
1990-01-07,25.3,10.7,0,17.31,3.47,2.14,20
1990-01-08,25.6,11.1,0,17.4,3.57,2.17,20.2
1990-01-09,25.3,11.1,0,17.29,3.55,2.05,20.2
1990-01-10,24.1,10.6,0,17.72,3.62,2.1,19.8
1990-01-11,24.2,10.6,0,17.49,3.47,1.91,19.8
1990-01-12,23.8,11.6,0,17.04,3.28,1.76,20.3
1990-01-13,24.7,12,0,17.28,3.37,1.82,20.8
1990-01-14,26.3,12,0,17.67,3.56,2.11,21.2
1990-01-15,27.3,14.8,0,17.66,3.64,2.34,22
1990-01-16,26.7,13.5,0,17.75,3.72,2.23,22.4
1990-01-17,26.2,12.8,0,18.05,3.85,2.24,21.7
1990-01-18,27.7,12.1,0,18.06,4.02,2.56,21.8
1990-01-19,28.1,13.6,0,18.02,4.05,2.4,22.6
1990-01-20,26.5,14.1,0,15.06,3.25,1.83,23
1990-01-21,26.1,16,0,11.72,2.55,1.76,23.4
1990-01-22,26.9,16.7,0,13.02,2.79,1.96,24.2
1990-01-23,28,18.3,0,15.02,3.18,2.17,24.5
1990-01-24,28.3,17.6,0,17.23,3.91,2.56,24.4
1990-01-25,28.2,15,0,18.4,3.91,2.4,24.2
1990-01-26,28.3,14.7,0,17.77,3.6,2.37,24.1
1990-01-27,28.4,15.2,0,16.97,3.43,2.32,24.4
1990-01-28,29.2,16.2,0,17.54,3.7,2.52,24.5
1990-01-29,30.7,18.5,0,18.52,4.33,2.75,25
1990-01-30,30.2,18,0,18.72,4.12,2.84,26
1990-01-31,29.9,17.9,0,19.2,4.19,3.25,25.4
1990-02-01,30.3,15.3,0,19.36,4.16,3.1,25
1990-02-02,29.5,19.6,0,18.36,3.71,2.57,26.2
1990-02-03,29.1,18.6,0,17.26,3.74,2.64,25.7
1990-02-04,28.6,16.2,0,18.9,3.78,2.59,25.2
1990-02-05,29.2,17.8,0.4,15.43,3.27,2.29,24.9
1990-02-06,28.9,16.2,0,17.26,3.47,2.54,25
1990-02-07,29.2,17,0,18.47,3.82,2.66,25.7
1990-02-08,30,17.5,0,17.81,3.78,2.64,25.9
1990-02-09,31.2,19.2,0,18.6,4.04,2.73,27.1
1990-02-10,31.1,19.8,3.4,18.35,3.75,2.7,27.3
1990-02-11,28.7,19.6,0,18.13,4.14,2.26,26.2
1990-02-12,29.8,17.6,0,19.41,4.24,2.58,26.4
1990-02-13,30.1,17,0,19.44,3.99,2.63,26.5
1990-02-14,24.7,19.4,1.5,8.83,1.96,1.28,23.8
1990-02-15,26.5,17.8,4.7,14.59,2.86,1.52,24.1
1990-02-16,26.9,17.1,0.1,17.21,3.34,1.86,24.2
1990-02-17,26.6,18.2,1.1,15.83,3.15,1.53,24.7
1990-02-18,27.6,18.7,9.9,14.34,2.88,1.61,24.3
1990-02-19,23.3,18.9,14.9,9.72,1.84,0.78,23.2
1990-02-20,26.6,18.4,16.1,14.5,2.83,1.22,23.2
1990-02-21,24.1,17.8,3.2,8.72,1.77,0.8,22.4
1990-02-22,25.7,17.2,1.3,19.26,3.57,1.59,23
1990-02-23,25.4,16.7,8.4,17.13,3.15,1.21,22.9
1990-02-24,26.9,17.1,1.3,18.84,3.62,1.54,23.3
1990-02-25,26.1,18.1,16.4,15.04,2.82,1.19,23.1
1990-02-26,25.9,18.1,0.3,13,2.49,1.29,23.1
1990-02-27,28.6,16.8,0,21.03,4.15,2.1,23.8
1990-02-28,28.7,18.8,0,19.75,4.04,1.86,24.3
1990-03-01,27.7,20,1.3,11.94,2.59,1.39,24.5
1990-03-02,26.2,20.5,1,12.87,2.76,1.39,24.2
1990-03-03,22,17.5,3.4,5.5,1.4,1.19,21.6
1990-03-04,25.9,16.8,0,14.88,3.04,1.66,21.5
1990-03-05,26.8,15.4,0,21.27,4.14,1.68,23
1990-03-06,22.1,19.3,11.5,6.01,1.37,0.86,21.7
1990-03-07,26.1,17.4,0.1,19.67,3.64,1.54,22.7
1990-03-08,27.8,16.4,0,22.6,4.36,2.2,22.7
1990-03-09,27.7,18.3,0,17.68,3.88,1.84,23.5
1990-03-10,29.1,19.1,0.5,19.86,4.08,1.73,24.7
1990-03-11,29.5,20.3,0,16.88,3.6,1.82,25.3
1990-03-12,28.4,19.6,6.9,17.67,3.54,1.74,25.4
1990-03-13,27.2,19.1,13.8,19.33,3.66,1.26,24.8
1990-03-14,26.5,18.1,0.2,16.48,3.27,1.47,23.8
1990-03-15,27.5,18.9,0.4,19.73,3.83,1.5,24.2
1990-03-16,28.7,20,0,20.07,4.04,2.01,24.9
1990-03-17,30.5,18.9,0,23.59,4.84,2.53,25.5
1990-03-18,31.3,18.7,0,23.37,5,2.76,26
1990-03-19,31.9,19.8,0,22.46,5.02,2.7,26.6
1990-03-20,33.9,22.3,1.5,22.28,5.09,3.21,27.5
1990-03-21,34.6,23.9,0,22.92,5.49,3.39,28.4
1990-03-22,34.3,24.1,0,23.38,5.37,2.92,29.1
1990-03-23,34.1,24.4,7.7,21.24,4.75,2.63,28.9
1990-03-24,31.9,22.9,29.4,17.5,3.7,1.77,28
1990-03-25,27.4,22,14.1,14.53,2.89,1.12,26.5
1990-03-26,28,20.7,0,17.92,3.61,1.42,25.9
1990-03-27,26.9,20.9,34.4,11.84,2.41,1.08,24.7
1990-03-28,25.1,21.6,15.8,9.54,1.86,0.74,24.2
1990-03-29,27,21,6,13.9,2.77,1.06,25.1
1990-03-30,29.8,22.2,0,19.33,4,1.76,26.4
1990-03-31,31.6,21.9,4.2,23.41,4.91,1.89,27.5
1990-04-01,30,24,2.9,20.4,4.15,1.29,28
1990-04-02,30.7,20.5,7.4,25.39,5.17,2.71,27.2
1990-04-03,29.6,21,10.7,18.1,3.59,1.65,26.4
1990-04-04,27.1,19.3,18.8,17.46,3.36,1.22,25
1990-04-05,28.4,18.4,0.1,23.53,4.54,1.78,25
1990-04-06,28.3,19.4,3.9,20.03,3.91,1.21,25.6
1990-04-07,29.4,21.6,2.2,17.12,3.54,1.23,26.5
1990-04-08,31.1,24.2,10.2,21.1,4.51,1.63,27.5
1990-04-09,33.4,24.9,0.1,24.12,5.27,2.61,28.5
1990-04-10,33.7,24.2,0,26.54,5.87,3.4,28.6
1990-04-11,34.1,24.3,0,26.28,5.68,3.06,28.8
1990-04-12,35.1,24.2,0,26.13,5.84,2.9,29.3
1990-04-13,33.8,25.5,0,24.84,5.48,1.99,29.9
1990-04-14,35.3,26.3,0,24.86,5.66,2.44,30.5
1990-04-15,33.8,25.8,0,24.36,5.47,2.19,30.4
1990-04-16,33.4,26.3,0.2,22.38,5.18,2.16,30.2
1990-04-17,33.6,25.6,0,24.65,5.71,2.12,30.2
1990-04-18,34,26.1,0,23.94,5.84,2.16,30.3
1990-04-19,33.1,26.4,0,23.55,5.72,1.98,30.3
1990-04-20,34.3,26.5,0,23.38,5.58,2.21,30.8
1990-04-21,36.3,25.8,0,26.08,6,2.87,31.3
1990-04-22,34.7,26.3,0,24.82,5.73,2.27,31.4
1990-04-23,35.2,26.5,0,25.55,5.92,2.31,31.8
1990-04-24,35.8,26.1,0,25.38,5.96,2.57,31.8
1990-04-25,33.8,26.6,0,23.37,5.56,2.18,31.5
1990-04-26,33.5,25.8,0,21.79,5.34,2.3,31.1
1990-04-27,33.8,26.1,4.4,23.13,5.68,2.25,31.1
1990-04-28,34.1,25.8,0.1,22.52,5.52,2.3,30.9
1990-04-29,32.4,26.4,0.7,21.18,5.01,2.1,30.5
1990-04-30,33.2,25.7,1.3,23.21,5.28,2.23,30.9
1990-05-01,30.9,26.1,9.6,21.13,4.49,1.55,30.3
1990-05-02,34.1,25.6,2.2,24.82,5.72,2.45,30.8
1990-05-03,33.4,26.2,0.8,23.05,5.33,2.12,31
1990-05-04,32.2,23.8,32.3,16.89,3.56,1.66,29.5
1990-05-05,32,23.5,0,20.13,4.42,2.11,29.2
1990-05-06,33,24,0.2,24.64,5.43,2.36,29.7
1990-05-07,33.1,24,0.1,25.64,5.63,2.58,29.8
1990-05-08,32.2,25.5,1.8,18.65,4.2,1.75,30
1990-05-09,31.1,26.8,0.1,11.5,2.95,1.68,29.4
1990-05-10,32.1,26,9.7,16.12,3.54,1.49,29.4
1990-05-11,32,25.6,5.9,20.45,4.37,1.39,30
1990-05-12,32.3,25.5,0.2,20.08,4.58,1.75,30.1
1990-05-13,31,25.9,6.5,13.37,3.03,1.22,29
1990-05-14,26.5,24.9,57.8,2.88,0.79,0.28,26.6
1990-05-15,28.5,24.2,5.6,9.73,2.49,1.21,26.3
1990-05-16,31.4,22.6,0,26.45,5.67,2.04,28
1990-05-17,32.9,24.8,2.3,20.47,4.53,1.63,29.6
1990-05-18,33.2,26.4,1.4,21.24,4.59,1.79,30.5
1990-05-19,32.7,26.6,7.2,19.16,4.17,1.59,30.4
1990-05-20,32.5,27.3,2.9,19.9,4.3,1.4,30.6
1990-05-21,32.8,26.1,3.9,20.94,4.58,1.46,30.8
1990-05-22,35,27.7,0,23.57,5.41,2.25,31.4
1990-05-23,35.1,27.7,1.6,24.94,5.54,2.33,31.6
1990-05-24,35,28.2,0.5,22.66,5.22,2.18,31.6
1990-05-25,33.6,28,0,21.57,5.19,1.86,31.4
1990-05-26,33,28.3,0.3,18.35,4.5,1.55,31
1990-05-27,34.6,28.1,1.2,20.68,4.96,2.08,31.4
1990-05-28,35.6,27.9,0.3,24.79,5.75,2.1,32.2
1990-05-29,33.9,27,13.5,19.7,4.56,1.84,31.4
1990-05-30,31.5,27.1,24.6,11.02,2.47,1.16,30
1990-05-31,34.6,27.4,8.1,19.92,4.57,1.87,30.9
1990-06-01,32.8,28,9.7,9.17,2.18,1.47,29.8
1990-06-02,34.3,27.6,5.2,18.27,4.18,1.95,30.6
1990-06-03,31.1,27.3,14.6,10.79,2.41,1.02,29.6
1990-06-04,33.3,27.4,1.6,19.6,4.43,1.69,30.4
1990-06-05,32.9,27.7,3.1,16.6,3.95,1.52,30.1
1990-06-06,33.4,28,0,16.81,4.17,1.74,30.6
1990-06-07,33.9,27.6,0,22.69,5.31,1.86,31.1
1990-06-08,33.7,28.1,0,22.11,5.24,1.89,31.1
1990-06-09,33,27.7,2.8,20.01,4.5,1.7,30.8
1990-06-10,32.7,27.1,18.1,17.87,3.87,1.59,30.6
1990-06-11,33.1,26.7,1.8,20.69,4.57,1.64,30.7
1990-06-12,33,26.6,2,19.72,4.27,1.68,30.7
1990-06-13,31.2,26.3,20.8,12.52,2.83,1.36,29.2
1990-06-14,29.7,26.5,8.3,11.08,2.78,0.84,28.6
1990-06-15,31.4,25.7,22.3,15.22,3.24,1.34,28.9
1990-06-16,31,26.3,14.9,15.04,3.26,1.18,29.2
1990-06-17,31.1,26.2,4.6,14.81,3.28,1.1,29.3
1990-06-18,30.7,26.2,3.4,15.49,3.38,1.12,29.4
1990-06-19,31.2,26.1,8.4,14.3,3.11,1.14,29.3
1990-06-20,31.3,26.6,11.3,14.27,3.02,1.14,29.2
1990-06-21,31.5,26.2,9,18.13,3.82,1.31,29.5
1990-06-22,31.7,26,9.8,16.14,3.52,1.21,29.5
1990-06-23,31.5,26.5,13.8,15.2,3.25,1.18,29.6
1990-06-24,29.3,25.8,24.5,8.04,1.82,0.75,28.3
1990-06-25,31.5,25.8,11.7,10.02,2.26,1.26,28.5
1990-06-26,28.7,25.3,30.7,6.75,1.51,0.62,27.6
1990-06-27,28,25.7,28.7,6.77,1.53,0.53,27.4
1990-06-28,31.8,25.6,5.2,17.19,3.6,1.04,28.9
1990-06-29,31.3,26.8,11.3,16.44,3.58,1.1,29.6
1990-06-30,31.4,26.8,17.9,13.23,2.91,1.21,29.2
1990-07-01,32.2,26.2,25.7,14.5,3.15,1.37,29.5
1990-07-02,27.7,25.7,17.6,6.16,1.44,0.47,27.9
1990-07-03,29,25.7,22.6,8.63,2,0.82,27.4
1990-07-04,28.5,26,13.4,7.38,1.78,0.69,27.5
1990-07-05,29,25.9,31.5,8.43,1.85,0.8,27.6
1990-07-06,29,25.8,52.6,6.42,1.43,0.71,27.2
1990-07-07,29.7,25.8,27.7,10.58,2.29,0.91,27.7
1990-07-08,30.3,25.7,62.6,8.79,1.96,1.02,27.3
1990-07-09,31.2,26,29.9,11.37,2.46,1.26,27.9
1990-07-10,30.8,25.7,5.3,11.84,2.67,1.37,28.2
1990-07-11,31.4,26.3,18.3,15.78,3.45,1.34,29.1
1990-07-12,31.4,25.8,4.2,16.02,3.43,1.46,29.1
1990-07-13,30.7,25.6,6.9,14.58,3.16,1.21,29.1
1990-07-14,28.4,25.9,14.4,7.96,1.75,0.63,28
1990-07-15,30.4,25.6,3.6,16.57,3.48,0.99,28.6
1990-07-16,30.8,25.7,3.8,16.8,3.69,1.25,28.9
1990-07-17,32.4,26.3,5,18.66,4.08,1.68,29.6
1990-07-18,31.2,26,13.7,16.34,3.48,1.34,29.5
1990-07-19,30.5,25.5,12,9.99,2.23,1.15,28.7
1990-07-20,29.4,25.6,13.9,9.73,2.14,0.73,28.2
1990-07-21,30.6,25.4,2.7,17.17,3.68,1.23,28.9
1990-07-22,31.4,25.4,7.1,15.4,3.38,1.3,29.2
1990-07-23,31.2,25.4,6.5,16.2,3.61,1.38,28.9
1990-07-24,30.4,25.5,2.9,15.97,3.47,1.13,29.2
1990-07-25,32.2,26.8,3,18.6,4.11,1.53,30
1990-07-26,30.8,26.6,1.4,17.54,3.94,1.53,29.7
1990-07-27,29.9,25.8,7.1,9.54,2.13,0.94,28.6
1990-07-28,28.9,25.7,28,6.15,1.38,0.64,27.6
1990-07-29,31.3,25.7,11.4,13.15,2.86,1.36,28.5
1990-07-30,31.8,26,16.9,10.97,2.45,1.44,28.5
1990-07-31,31.3,25.9,22.8,12.81,2.78,1.27,28.9
1990-08-01,30.8,26.4,11.9,12.36,2.68,1.03,28.9
1990-08-02,28.5,25.2,30.1,9.3,1.93,0.55,27.8
1990-08-03,30.5,24.9,30,7.9,1.81,1.17,27.5
1990-08-04,31.6,25.1,4.8,16.35,3.5,1.36,29.1
1990-08-05,32.4,26,9.1,14.95,3.23,1.52,29
1990-08-06,31.6,25.8,13.2,13.27,2.89,1.35,28.9
1990-08-07,30.5,25.4,17.7,11.52,2.49,1.13,28.4
1990-08-08,31.1,25,10.4,14.98,3.23,1.28,28.8
1990-08-09,31.9,26.1,7.1,17.67,3.8,1.52,29.5
1990-08-10,32.2,25.7,2.8,19.9,4.27,1.43,29.9
1990-08-11,31.8,26,5.4,17.79,3.84,1.41,29.9
1990-08-12,32,26.3,2.5,18.95,4.03,1.34,29.9
1990-08-13,31.3,26.1,2.7,16.34,3.52,1.39,29.6
1990-08-14,30.3,25.7,4.9,13.32,2.95,1.11,28.9
1990-08-15,30.4,26.4,4.6,15.02,3.36,0.95,28.9
1990-08-16,29.9,25.4,9.9,14.09,3.02,1.04,28.5
1990-08-17,28.9,25.2,6.4,11.69,2.5,0.85,27.9
1990-08-18,30.4,25.5,4.2,14.8,3.18,1.15,28.8
1990-08-19,31.9,25.7,1.4,17.26,3.67,1.43,29.4
1990-08-20,31.8,26.1,1.7,20.75,4.62,1.55,29.9
1990-08-21,29.8,26.3,10.8,14.88,3.42,0.97,29.2
1990-08-22,30.9,26.2,2.7,16.58,3.67,1.06,29.3
1990-08-23,31.7,26,1.4,18.89,4.02,1.3,29.8
1990-08-24,32.8,26.7,8.8,18.31,3.95,1.63,30.3
1990-08-25,31.9,26.8,3.5,14.91,3.37,1.4,29.9
1990-08-26,31.6,26.3,17.9,14.18,3.02,1.25,29.6
1990-08-27,31,26,3.3,12.53,2.79,1.19,29
1990-08-28,31.3,26.5,5.5,16.97,3.7,1.06,29.3
1990-08-29,31.4,26.3,3.2,16.43,3.57,1.26,29.2
1990-08-30,31.8,25.9,0.7,18.91,3.99,1.19,29.7
1990-08-31,32.5,25.8,0.6,19.21,4.24,1.79,29.9
1990-09-01,32.6,25.9,0,17.32,3.85,1.82,29.9
1990-09-02,27,25.4,38,3.5,0.86,0.36,27.8
1990-09-03,27.5,25.3,71.5,6.53,1.5,0.47,27.1
1990-09-04,29.4,25.1,9.8,10.85,2.27,0.78,27.5
1990-09-05,30.1,25.5,2.4,15.11,3.38,1.18,28.1
1990-09-06,30,25.4,5.5,15.15,3.15,0.91,28.3
1990-09-07,30,25.7,3,14.71,3.1,1.11,28.5
1990-09-08,30.7,25.5,1.6,16.79,3.54,1.26,29
1990-09-09,31.9,25.8,8.2,16.94,3.61,1.44,29.5
1990-09-10,31.2,25.7,12.8,12.66,2.74,1.21,29.1
1990-09-11,30.7,25.1,5.2,11.01,2.39,1.27,28.6
1990-09-12,30.6,25.2,6.9,13.91,2.94,1.28,28.7
1990-09-13,29.9,25.5,8.1,13.47,2.88,0.95,28.5
1990-09-14,29.9,25.5,6.6,13.54,2.93,1.05,28.3
1990-09-15,30.4,25.5,5.8,16.58,3.41,1.09,28.9
1990-09-16,31.1,25.9,5.3,13.33,2.84,1.2,28.8
1990-09-17,31.5,26.4,9.2,13.04,2.82,1.37,28.9
1990-09-18,29.3,25.4,9.1,11.02,2.3,0.75,28.4
1990-09-19,30.4,24.7,4.1,12.76,2.69,1.23,28.2
1990-09-20,28.2,24.7,13.3,10.05,2.07,0.76,27.2
1990-09-21,29.3,24.8,9.5,11.05,2.29,0.86,27.5
1990-09-22,30.7,24.7,4.4,16.16,3.36,1.28,28.4
1990-09-23,31.6,24.8,3.6,17.69,3.72,1.41,29.1
1990-09-24,31.2,24.8,9.4,16.85,3.49,1.4,28.7
1990-09-25,30,25.2,4.3,13.01,2.71,1.05,28.3
1990-09-26,31.3,25.4,1.3,17.91,3.86,1.38,28.8
1990-09-27,31.5,25.9,3.7,14.71,3.17,1.18,28.7
1990-09-28,29.7,25.2,13.6,10.99,2.29,0.94,27.9
1990-09-29,29.5,24.4,17.6,9.77,2.09,1.03,27.3
1990-09-30,30.1,24.3,8.2,13.4,2.71,1.15,27.6
1990-10-01,29.3,24.3,13.7,10.76,2.24,0.82,27.2
1990-10-02,27,24.7,12.5,6.16,1.32,0.42,26.5
1990-10-03,29.2,24.6,15.4,11.35,2.37,0.93,27
1990-10-04,27.2,24.7,23.1,4.72,1.11,0.48,26.3
1990-10-05,29.2,24.6,10.6,9.79,2.06,0.93,26.8
1990-10-06,32.1,24.9,0.8,17.58,3.73,1.7,28.3
1990-10-07,30.7,25,10.5,10.85,2.29,1.1,27.8
1990-10-08,26.2,24.8,11.8,2.93,0.75,0.28,26.3
1990-10-09,29.3,23.8,1.6,13.36,2.83,1.14,26.8
1990-10-10,29.8,22.4,0,18.77,3.75,1.53,27.1
1990-10-11,29.9,22.3,0.7,15.79,3.25,1.54,27.4
1990-10-12,29.7,23.9,7.9,13.41,2.76,1.21,27.4
1990-10-13,30.1,23.6,4.6,14.41,2.97,1.42,27.3
1990-10-14,30.6,22.8,0.7,16.56,3.38,1.51,27.6
1990-10-15,29.7,23.4,3.2,14.51,2.96,1.21,27.4
1990-10-16,29.3,22.2,0,18.26,3.64,1.61,27
1990-10-17,29.8,22,0,20.12,4.1,1.97,26.4
1990-10-18,29.9,20.7,0,20.63,4.18,1.83,26.2
1990-10-19,29.8,21.6,0,20.15,4.06,1.72,26.2
1990-10-20,29.8,20.8,0,19.16,3.93,1.8,26.3
1990-10-21,30.2,22,0,19.53,4.01,1.86,26.7
1990-10-22,30.3,21.6,0,18.84,3.9,1.98,26.6
1990-10-23,29.4,22.2,0,19.97,4.1,2.17,26.3
1990-10-24,27.3,21.4,0.7,10.45,2.39,1.67,24.7
1990-10-25,27.8,19.5,0.4,15,3.14,1.79,24.4
1990-10-26,27.7,19.1,0,17.26,3.52,1.8,24.2
1990-10-27,28.5,17.9,0,18.86,3.89,2.02,24.4
1990-10-28,28.7,18.8,0.1,18.4,3.8,1.87,24.7
1990-10-29,28.6,20,0,17.4,3.7,2.08,24.5
1990-10-30,29,18.7,0,19.53,4.05,2.15,24.4
1990-10-31,28.8,17,0,19.68,4.03,2.25,23.8
1990-11-01,28.5,17.5,0,18.45,3.79,2.08,23.9
1990-11-02,27.9,20.2,0.1,10.75,2.56,1.74,24.2
1990-11-03,24.8,22.3,41,3.48,0.86,0.34,23.6
1990-11-04,25.2,22.2,16.6,3.91,0.85,0.28,23.9
1990-11-05,29.2,23,3.6,11.71,2.39,0.95,25.8
1990-11-06,29,22.6,6.9,10.42,2.12,1.06,25.9
1990-11-07,28.3,23.2,11.9,8.67,1.81,0.9,25.8
1990-11-08,28.7,22.1,0,15,3.11,1.39,26
1990-11-09,28.4,20,0,18.44,4.02,1.75,24.9
1990-11-10,28.2,20.7,0,16.96,3.74,1.54,24.8
1990-11-11,28.6,21,0.8,16.05,3.16,1.02,25.4
1990-11-12,27.9,22.2,2.4,8.49,1.75,1.01,24.9
1990-11-13,29.6,21.9,0.2,14.94,3.09,1.56,25.7
1990-11-14,30.2,21.7,0,17.45,3.7,1.92,25.7
1990-11-15,29.8,20,0,17.71,3.72,2.06,24.9
1990-11-16,28.9,19,0,17.49,3.64,2.02,24.3
1990-11-17,28.3,19.1,0,17.83,3.61,2.03,24
1990-11-18,28.1,16.8,0,17.84,3.57,2.04,23.1
1990-11-19,27.8,17.3,0,14.46,3.1,1.9,23.1
1990-11-20,28.4,17.7,0,17.63,3.44,1.99,23.5
1990-11-21,28.7,17.3,0,17.38,3.59,2.04,23.2
1990-11-22,28.6,17.5,0,17.06,3.46,1.95,23.4
1990-11-23,28.6,18.1,0,16.15,3.33,1.95,23.8
1990-11-24,28.6,17.7,0,17.05,3.62,2.06,23.4
1990-11-25,28.6,17.8,0,16.71,3.58,2.15,23.3
1990-11-26,27.8,17.2,0,17.02,3.65,2.24,22.6
1990-11-27,26.9,14.4,0,16.94,3.77,2.22,21.4
1990-11-28,26,13.3,0,17.52,3.63,2.05,20.7
1990-11-29,26.6,13.9,0,17.05,3.54,2.05,20.7
1990-11-30,26.3,14,0,17.25,3.45,2.26,20.5
1990-12-01,26.7,14.6,0,16.02,3.15,1.94,21.1
1990-12-02,27,17.5,0,13.88,2.68,1.68,22.4
1990-12-03,27.1,18.2,0,14.23,2.72,1.83,23.3
1990-12-04,27.2,16.1,0,16.24,3.32,2.19,22.5
1990-12-05,26.2,15,0,16.34,3.32,1.94,22.1
1990-12-06,27,16.6,0,15.53,3.27,1.96,22.4
1990-12-07,27.2,15.5,0,16.36,3.35,1.99,22.3
1990-12-08,27.4,15.5,0,16.44,3.47,2.11,22.3
1990-12-09,27,14.1,0,16.53,3.63,2.41,21.5
1990-12-10,27.1,13.8,0,16.47,3.49,2.37,21.3
1990-12-11,27.4,15,0,16.11,3.45,2.22,22
1990-12-12,27.5,15.8,0,16.33,3.68,2.18,22.2
1990-12-13,26.4,15.4,0,16.47,3.46,2.05,21.8
1990-12-14,26.1,13.8,0,16.24,3.46,2.06,21.1
1990-12-15,26.7,14.2,0,16.24,3.34,2.01,21.5
1990-12-16,25.6,14.3,0,9.35,2.13,1.68,21
1990-12-17,23,19,4.7,4.27,1.42,0.94,21
1990-12-18,21.6,17.8,22.7,4.23,1.14,0.74,19.8
1990-12-19,25.7,14.2,0,16.18,3.11,1.7,20.3
1990-12-20,26,14.8,0,16.19,3.14,1.77,20.4
1990-12-21,24.8,14,0,16.64,3.3,1.88,19.8
1990-12-22,23.7,11.9,0,16.87,3.44,1.89,18.6
1990-12-23,23.4,10.4,0,17.01,3.25,1.78,18
1990-12-24,23.6,10.1,0,16.92,3.15,1.73,17.9
1990-12-25,23.8,10.8,0,16.95,3.2,1.82,18
1990-12-26,24.3,10.5,0,16.53,3.19,1.78,18.4
1990-12-27,24.8,11.3,0,16.62,3.11,1.76,18.8
1990-12-28,25.3,12.6,0,16.65,3.02,1.85,19.2
1990-12-29,25.3,13.9,0,16.77,2.98,1.81,19.5
1990-12-30,25,12.9,0,16.6,3.01,1.75,19.6
1990-12-31,25.1,13.1,0,16.63,3.01,1.78,19.9
1991-01-01,25.1,14,0,12.15,2.53,1.48,20.7
1991-01-02,20.8,18.3,9.9,3.98,0.84,0.29,20.4
1991-01-03,23.3,14,0,14.56,2.78,1.41,20.4
1991-01-04,21.2,10.4,0,17.41,3.15,1.62,18
1991-01-05,21.5,9.4,0,16.78,3.06,1.53,17.2
1991-01-06,22.8,10.2,0,17.03,3.15,1.62,17.6
1991-01-07,23.9,10.1,0,17.2,3.24,1.82,18
1991-01-08,24.8,11.5,0,16.73,3.11,1.86,18.9
1991-01-09,25.4,13.8,0,15.01,2.81,1.66,20.5
1991-01-10,21.8,15.4,0.2,4.76,1.08,0.96,19.4
1991-01-11,24,14.8,0,11.57,2.22,1.25,20.6
1991-01-12,23.4,16.7,2,7.48,1.5,1,20.6
1991-01-13,22.3,17,0.9,7.24,1.52,1.06,20.2
1991-01-14,23.2,14.4,0,12.93,2.64,1.44,19.8
1991-01-15,23.7,12.9,0,17.12,3.32,1.63,19.5
1991-01-16,23.1,12.4,0,17.39,3.54,1.81,19.3
1991-01-17,23.9,11.1,0,17.64,3.45,1.77,19.3
1991-01-18,23.7,11.3,0,17.58,3.25,1.65,19.4
1991-01-19,22.4,12.6,0,12.29,2.38,1.52,19.2
1991-01-20,23.2,11.5,0,18.22,3.45,1.9,18.9
1991-01-21,23.9,11.4,0,18.31,3.24,1.91,18.9
1991-01-22,25.2,12.5,0,17.83,3.38,1.87,19.8
1991-01-23,25.3,11.8,0,17.72,3.26,1.91,20.4
1991-01-24,26,13.5,0,17.79,3.63,2.14,21
1991-01-25,25.3,12.2,0,18.61,3.89,2.12,20.5
1991-01-26,25.3,11.8,0,18.53,3.78,1.99,20.6
1991-01-27,26,13,0,18.6,3.8,2.11,21.3
1991-01-28,26.8,12.5,0,18.8,3.67,2.14,21.6
1991-01-29,27.3,14.1,0,18.78,3.61,2.23,22.2
1991-01-30,28.4,14.8,0,17.82,3.88,2.41,22.7
1991-01-31,29.2,15,0,18.51,3.79,2.67,23.5
1991-02-01,30,17.7,0.4,17.22,4.01,2.5,24.5
1991-02-02,28.9,19.3,0.7,14.58,3.21,2.22,24.9
1991-02-03,26.7,18.7,8.9,13.24,2.53,1.18,23.8
1991-02-04,26,18.1,1,13.58,2.6,1.37,23.6
1991-02-05,26.2,16.6,0,17.61,3.4,2.04,23
1991-02-06,26.8,15.2,0,19.54,3.67,2.13,22.4
1991-02-07,28.4,16.5,0,19.34,3.74,2.19,23.1
1991-02-08,29.5,17,0,19.03,3.94,2.63,24.2
1991-02-09,29.1,17.2,0,19.52,4.16,2.71,24.2
1991-02-10,29.5,16.5,0,19.92,4.29,2.68,24.3
1991-02-11,30.6,16.6,0,20.01,4.27,2.89,24.7
1991-02-12,32.4,18.7,0,19.7,4.4,3.04,26.4
1991-02-13,31.4,19.6,0,19.98,4.74,3.03,26.6
1991-02-14,30,17,0,20.53,4.79,3.08,25.2
1991-02-15,29.6,15.1,0,20.82,4.54,3.12,24.5
1991-02-16,29.2,15.4,0,20.76,4.73,2.89,24.2
1991-02-17,29.3,14.5,0,20.83,4.48,2.89,24.2
1991-02-18,30.4,16.3,0,18.87,4.32,2.76,25.2
1991-02-19,30.1,16.8,0,19.96,4.21,2.47,25.9
1991-02-20,30.6,18.3,0,20.67,4.61,2.81,26.3
1991-02-21,30.7,16.4,0,21.8,4.8,3.32,25.6
