date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,et0_fao_evapotranspiration,vapour_pressure_deficit_max,soil_temperature_0_to_7cm_mean
1990-01-01,21.4,5.3,0,15.43,2.95,1.56,14.4
1990-01-02,20.2,4.7,0,15.17,3.41,1.64,13.6
1990-01-03,21.6,12,4.6,11.75,2.96,1.29,16.3
1990-01-04,21.7,10,0,15.69,4.15,2.06,14.8
1990-01-05,18.5,2.5,0,16.02,2.85,1.38,11.9
1990-01-06,21.4,4.8,0,15.5,3.45,1.74,12.5
1990-01-07,24.1,10.9,0,15.96,4.12,2.41,16.4
1990-01-08,15.9,5.8,0,15.78,2.78,1,13
1990-01-09,13.7,3.8,0,12.55,2.36,0.88,10.5
1990-01-10,14.3,0.5,0,16.28,2.73,1.08,9.4
1990-01-11,14.3,0.3,0,13.01,2.55,1.09,9.1
1990-01-12,13.8,7.1,0,9.17,2.95,1.04,12.5
1990-01-13,14.2,7,0.7,9.21,2.48,1.05,11.7
1990-01-14,16.5,6,2,13.31,2.27,0.75,12.1
1990-01-15,12.3,4.4,0,8.58,1.21,0.48,10.6
1990-01-16,14.5,3.8,0,15.91,2.39,1.05,12.3
1990-01-17,15.3,0.9,0,15.83,2.52,1.09,10.7
1990-01-18,15.8,2.5,0,15.38,2.73,1.33,11.1
1990-01-19,12.8,2.3,0,17.09,2.72,1.05,9.9
1990-01-20,15.4,-2.7,0,16.93,2.85,1.19,7.9
1990-01-21,21.5,4.8,0,15.41,3.2,1.74,13
1990-01-22,19.2,5.1,0,17.06,3.36,1.65,14.1
1990-01-23,16.7,3.8,0,17.37,3.3,1.36,13.1
1990-01-24,17.1,0.7,0,17.14,3.35,1.35,11.6
1990-01-25,12.4,2.1,0,16.68,3.36,1.07,10.2
1990-01-26,13.2,1.2,0,14.38,3.3,1.24,9.7
1990-01-27,21,5.8,1.2,13.74,4.18,1.87,13.7
1990-01-28,14.5,7.4,2.5,13.14,2.33,0.64,12.2
1990-01-29,12.5,5.9,0,11.67,1.91,0.74,11
1990-01-30,12.9,0.2,0,18.63,2.62,0.92,9
1990-01-31,18.5,-0.7,0,17.92,3.39,1.45,9.7
1990-02-01,25.6,10.2,5.6,15.8,5.17,2.42,16.7
1990-02-02,17.7,10.5,3.9,14.23,2.43,0.91,15.2
1990-02-03,15.9,6.7,0.7,14.37,2.39,0.89,12
1990-02-04,18.2,9.2,9.9,9.66,1.6,0.69,13
1990-02-05,11,7.4,1,4.9,0.89,0.37,10.7
1990-02-06,14.2,4.6,0,16.65,2.46,0.71,10.3
1990-02-07,19.5,5.7,0,17.85,3,1.08,11.8
1990-02-08,21.5,9.1,0,18.37,3.33,1.22,14.5
1990-02-09,23.6,12.2,0,17.53,4.5,2.18,15.7
1990-02-10,17.3,8.6,0,18.59,3.61,1.4,13.6
1990-02-11,17.3,2.1,0,19.72,3.66,1.42,12.6
1990-02-12,21.3,5,0,19.79,4.5,1.9,13.8
1990-02-13,23.8,7.6,0,20.23,5,2.66,16.6
1990-02-14,24.5,4.1,0,20.65,5.66,2.78,15.2
1990-02-15,23.6,9,0,20.36,5.96,2.47,16.8
1990-02-16,22.4,5.2,0,20.37,4.62,2.17,16.7
1990-02-17,27.2,8.2,0,20.61,6.18,3.26,18.2
1990-02-18,25,6.1,0,20.8,4.99,2.73,18.6
1990-02-19,20,10.7,0,20.87,5.31,1.66,18.4
1990-02-20,19.2,5.8,0,20.97,4.79,1.74,16.3
1990-02-21,22.9,5.3,0,21.24,4.95,2.34,16.4
1990-02-22,21.1,5.7,0,21.41,4.36,1.94,17.5
1990-02-23,21.9,4.6,0,21.42,4.35,2.11,16.9
1990-02-24,19.7,6.1,0,21.61,4.66,1.78,16.2
1990-02-25,19.7,5.9,0,21.57,4.8,1.74,16.6
1990-02-26,16.8,3.2,0,22.05,4.34,1.53,13.5
1990-02-27,17.6,0.3,0,22.44,4.02,1.69,13.4
1990-02-28,20.9,0.9,0,22.62,4.89,2.22,14.4
1990-03-01,26.2,8.1,0,22.22,7.25,2.97,17.6
1990-03-02,21.8,9.1,0,22.62,6.05,2.13,17.8
1990-03-03,20.3,5.8,0,22.64,4.92,1.83,16.2
1990-03-04,22,3.4,0,22.95,4.47,2.17,17.2
1990-03-05,26.6,4.7,0,23.33,5.99,3.2,18
1990-03-06,29.4,14,0,19.84,7.69,3.08,22.1
1990-03-07,29.1,12.3,0,22.66,6.56,3.48,23.7
1990-03-08,24.1,13.2,0,18.19,6.28,2.25,21
1990-03-09,24.9,12.8,0,20.66,6.43,2.5,20.6
1990-03-10,27.3,14.1,0.3,15.81,6.14,2.99,21.9
1990-03-11,26.4,16.3,1.4,16.55,5.51,2.42,21.7
1990-03-12,26.6,12.4,0.4,14.08,4.53,2.27,21.1
1990-03-13,26.3,16,0.3,21.48,6.06,2.92,22.9
1990-03-14,22.9,10,0,24.29,5.86,2.2,19.6
1990-03-15,24.1,6.8,0,23.97,5.16,2.45,20.1
1990-03-16,26.4,9,0,23.64,6.58,2.84,21.6
1990-03-17,31.2,12.9,0,20.2,7.22,3.86,23.6
1990-03-18,20.7,10.1,0,24.19,6.19,1.79,20
1990-03-19,20.4,6.6,0,24.17,5.84,2.08,17.9
1990-03-20,23,6.3,0,24.7,6.05,2.54,18.7
1990-03-21,24.2,8.3,0,24.96,6.78,2.71,19.6
1990-03-22,29.4,9.1,0,25.19,6.91,3.74,21.9
1990-03-23,30.6,11.5,0,24.74,7.75,4.14,23.4
1990-03-24,28.5,15.1,0,22.93,6.86,3.54,25.7
1990-03-25,24.3,12,0,25.17,7.18,2.64,22.2
1990-03-26,24.5,12.3,0,22.9,6.53,2.64,21.5
1990-03-27,25.5,8,0,25.9,6.66,2.89,21.5
1990-03-28,26.5,9.8,0,25.45,6.8,3.04,23.1
1990-03-29,28.2,14.3,0,22.19,7.56,3.34,23.7
1990-03-30,31.1,16.1,0,24.07,8.56,3.89,25.8
1990-03-31,26.9,16.7,5.5,18.9,6.53,2.32,24
1990-04-01,29.8,14.4,0,25.15,6.9,3.48,21.7
1990-04-02,27.9,16.6,0,23.41,7.48,3.05,22.9
1990-04-03,25.8,12.8,0,26.56,6.87,2.86,23.7
1990-04-04,29.1,9.8,0,22.85,6.41,3.51,23.1
1990-04-05,25.8,11.2,0,26.77,6.72,2.81,23.5
1990-04-06,29.7,9.7,0,26.99,7.79,3.88,23.5
1990-04-07,27.2,12.8,0,27.3,7.49,3.27,24.9
1990-04-08,27.8,11.2,0,26.95,7.81,3.32,24
1990-04-09,29.3,13.3,0,26.68,6.73,3.51,26.7
1990-04-10,31.1,18,0,26.14,8.83,3.77,26.3
1990-04-11,31.1,13.4,0,27.01,6.92,3.87,27.6
1990-04-12,38,17.1,0,27.04,9.67,6.16,29.8
1990-04-13,39.4,21.7,0,26.95,11.45,6.76,31.7
1990-04-14,39.6,20.6,0,27.21,10.6,6.81,32.4
1990-04-15,37.7,19.7,0,27.34,9.51,5.89,32.8
1990-04-16,33.2,18.3,0,27.57,9.1,4.42,31
1990-04-17,29.4,16.4,0,27.77,8.75,3.56,27.7
1990-04-18,33,15.6,0,26.9,9.17,4.39,28.5
1990-04-19,35.6,18.4,0,26.23,9.92,5.21,30.1
1990-04-20,38.5,21.9,0,27.19,11.37,6.21,32.3
1990-04-21,34.2,20,0,25.89,10.56,4.87,30.3
1990-04-22,33.4,18.4,0,23.75,7.81,4.51,31
1990-04-23,29.4,20.4,0,19.2,6.98,3.27,28.1
1990-04-24,29.9,15.9,0.2,21.32,6.42,3.38,27.8
1990-04-25,30.6,18.8,0.1,19.63,7.93,3.75,27.1
1990-04-26,32.1,18.6,0.9,22.85,7.66,4.08,28.4
1990-04-27,31.7,18.3,0,22.8,6.42,3.59,28.6
1990-04-28,32.7,19.3,0,24.9,7.54,3.89,29.9
1990-04-29,33.6,21.7,0,25.38,8.48,4.38,31.3
1990-04-30,34.2,19.6,0,25.97,8.91,4.42,30.7
1990-05-01,38.7,23.9,0,25.7,11.1,5.99,33.5
1990-05-02,37,23,0,27.95,9.87,5.63,34.6
1990-05-03,36.6,20.1,1,26.97,9.26,5.18,32.8
1990-05-04,38.3,24.5,0,28,10.64,5.96,34
1990-05-05,38.2,20.9,0,28.43,8.92,6.01,34.4
1990-05-06,35,22,0,28.66,10.78,5.07,32
1990-05-07,33.6,19.3,0,28.79,10.35,4.68,30.6
1990-05-08,39.1,19.8,0,28.3,9.53,6.33,33.9
1990-05-09,37.9,19.5,0,28.98,10.1,6.02,32.6
1990-05-10,37.8,21.9,0,28.45,8.44,5.91,35.2
1990-05-11,39.5,22.3,0,28.42,9.56,6.64,34.1
1990-05-12,31.1,20.2,0,29.65,9.11,4.11,30.8
1990-05-13,30.7,16.6,0,29.68,7.59,4,29.7
1990-05-14,34.1,14.9,0,29.49,8.15,4.98,30.4
1990-05-15,40.5,21.6,0,29.19,11.65,7.08,32.9
1990-05-16,39.7,22.4,0,29.33,9.46,6.75,35.5
1990-05-17,41.1,20.1,0,29.43,8.58,7.37,35.8
1990-05-18,42.3,24.7,0,29.39,9.75,7.93,35.2
1990-05-19,41.7,21.2,0,29.58,8.56,7.71,36
1990-05-20,42.4,21.7,0,29.66,10.49,8.05,35.5
1990-05-21,42.7,20.4,0,29.67,10.39,8.2,34.9
1990-05-22,41.1,22.7,0,29.46,9.88,7.44,34.6
1990-05-23,43.2,24.1,0,29.44,11.11,8.35,36.6
1990-05-24,42,23.5,0,29.54,9.19,7.82,37.5
1990-05-25,41.3,23.7,0,29.27,11.64,7.42,35.1
1990-05-26,42.3,24.2,0,28.98,10.97,7.87,37
1990-05-27,41.3,24.1,0,28.89,11.46,7.35,36.4
1990-05-28,41.8,23.9,0,29.03,11.36,7.66,37.1
1990-05-29,40.6,23.7,0,28.9,10.7,7.19,36.4
1990-05-30,40.1,21.7,0,29.04,10.86,6.96,35.3
1990-05-31,40.1,21.7,0,29.28,10.79,7.03,34.7
1990-06-01,40.6,19.6,0,29.37,8.37,7.24,35.6
1990-06-02,42.1,21.4,0,29.14,9.68,7.87,36
1990-06-03,42.3,22.7,0,29.04,9.71,7.94,36.8
1990-06-04,39.1,24.5,0,28.64,11.55,6.25,35.4
1990-06-05,40,21.8,0,29.01,10.22,6.88,35.6
1990-06-06,40.8,21.6,0,28.94,10.12,7.18,35.2
1990-06-07,41,21.8,0,28.5,9.06,7.13,37
1990-06-08,40.9,23.3,0,28.71,10.51,7.22,36.3
1990-06-09,41.5,20.9,0,28.85,9.79,7.45,35.8
1990-06-10,41.7,22.5,0,28.52,8.57,7.57,37.5
1990-06-11,42,23.6,0,28.42,8.47,7.67,38.3
1990-06-12,43.1,24.6,0,28.42,9.99,8.19,37.6
1990-06-13,43.6,25.2,0,28.66,10.53,8.53,38.3
1990-06-14,42.5,25.3,0,28.75,11.35,8.02,37.6
1990-06-15,39.8,26.6,0,28.29,9.75,6.73,36.6
1990-06-16,40.3,21.4,0,28.48,9.16,6.92,35.3
1990-06-17,39.1,23.3,0,28.23,10.47,6.39,34.9
1990-06-18,39.9,20.5,0,28.31,8.19,6.78,36.6
1990-06-19,41.7,23.8,0,28.28,8.79,7.54,38.8
1990-06-20,38.4,24.7,0,27.92,11.1,5.93,35.9
1990-06-21,40.7,24,0,28.12,11.66,6.99,36.2
1990-06-22,40.2,24,0,28.25,11.06,6.82,36.3
1990-06-23,39.2,23.3,0,28.04,9.44,6.35,36.4
1990-06-24,40.4,22.2,0,28.47,10.87,7.05,35.4
1990-06-25,40.7,20.7,0,28.42,9.04,7.17,35.7
1990-06-26,40.6,23.3,0,28.31,8.12,7.11,36.7
1990-06-27,40.7,22.1,0,28.23,9.4,7.14,36.9
1990-06-28,40.3,23.9,0,28.03,10.59,6.84,36.8
1990-06-29,39.9,24.2,0,28.1,9.1,6.8,37.2
1990-06-30,42,23.6,0,28.19,10.22,7.68,37.1
1990-07-01,40.8,25.2,0,28.03,11.69,7.06,35.9
1990-07-02,39.3,25.1,0,28.09,10.53,6.56,35.9
1990-07-03,38.8,22.6,0,28.04,8.74,6.3,36.2
1990-07-04,38.8,22.3,0,28,8.76,6.31,36.2
1990-07-05,39.1,22.9,0,28.08,10.33,6.44,35.1
1990-07-06,39.8,22.4,0,28,9.7,6.66,35.3
1990-07-07,40.2,25.6,0,23.07,8.51,6.69,36.1
1990-07-08,41.6,24.2,0,27.71,9.96,7.5,37.2
1990-07-09,42.2,26.6,0,27.89,10.73,7.72,37.8
1990-07-10,42.6,25.1,0,27.77,10.49,7.89,37.2
1990-07-11,42.5,24.1,0,27.91,9.17,7.88,38
1990-07-12,43.9,22.9,0,27.87,9.52,8.56,37.9
1990-07-13,40.7,24.7,0,27.93,9.88,7.13,37
1990-07-14,42.2,22.7,0,27.85,8.61,7.73,37.1
1990-07-15,44.2,23.9,0,27.89,9.39,8.64,37.4
1990-07-16,42.7,27.3,0,27.5,11.57,7.8,37.4
1990-07-17,42.3,26.5,0,26.33,10.23,7.51,38.7
1990-07-18,42.6,26.5,0,27.62,11.66,7.78,37.8
1990-07-19,42.9,26.6,0,27.5,10.19,7.94,38.3
1990-07-20,42.7,25.7,0,27.34,10.19,7.7,38.2
1990-07-21,43,25.8,0,27.66,9.89,8.03,38.1
1990-07-22,43.5,26.3,0,27.24,10.04,8.28,38.6
1990-07-23,43.7,27,0,27.12,9.54,8.43,39.6
1990-07-24,44,29.3,0,26.37,9.61,8.52,40.6
1990-07-25,44.4,27.8,0,26.35,9.65,8.69,40.1
1990-07-26,44.5,28,0,26.93,8.83,8.74,40.7
1990-07-27,45.4,27.9,0,26.54,9.42,9.19,41
1990-07-28,42.3,31,0,26.89,11.63,7.42,40.2
1990-07-29,41.1,27,0,27.5,10.72,7.16,38.1
1990-07-30,40.1,23.8,0,27.8,9.88,6.9,36.6
1990-07-31,40.1,23.2,0,27.91,9.04,6.78,36.9
1990-08-01,39.4,22.7,0,27.81,9.87,6.54,35.5
1990-08-02,40.4,21.5,0,27.91,9.21,6.86,36.1
1990-08-03,40.7,25.2,0,28.16,9.24,7.28,37.4
1990-08-04,41.9,24.7,0,27.64,11.13,7.55,36
1990-08-05,43,24.6,0,27.41,9.92,8.1,38.1
1990-08-06,42.5,23.4,0,27.82,7.59,7.91,38.5
1990-08-07,42.5,23.4,0,27.81,8.87,7.92,38.3
1990-08-08,41.7,23.5,0,27.68,8.92,7.48,37.6
1990-08-09,41.7,24.2,0,27.68,9.25,7.47,38
1990-08-10,41.1,24.9,0,27.71,10.95,7.17,37
1990-08-11,40.7,22.8,0,27.82,9.73,7.04,36.9
1990-08-12,41.2,23.3,0,27.94,9.33,7.35,36.8
1990-08-13,40.7,21,0,28.12,10.1,7.11,35.2
1990-08-14,41.4,23.5,0,27.82,11.13,7.38,35.4
1990-08-15,42,22.8,0,27.49,9.6,7.55,36.7
1990-08-16,43,24.1,0,27.04,10.61,7.95,36.9
1990-08-17,42.3,25.1,0,27.22,8.82,7.52,38.3
1990-08-18,41.4,24.7,0,27.1,8.35,7.1,39.1
1990-08-19,41.7,26.5,0,27.18,9.04,7.4,38.4
1990-08-20,42.3,25.9,0,27,9.87,7.64,38.8
1990-08-21,43.8,26.7,0,26.56,10.53,8.4,39.4
1990-08-22,44.7,27.1,0,25.24,10.07,8.88,38.4
1990-08-23,44.4,24.5,0,26.13,8.13,8.76,39.2
1990-08-24,43.8,24.4,0,26.76,10.06,8.5,37.4
1990-08-25,41.9,24.9,0,27.16,9.79,7.66,37.5
1990-08-26,42.1,24.4,0,26.95,9.27,7.77,37
1990-08-27,42.3,24.9,0,26.9,8.84,7.82,37.7
1990-08-28,41.1,20.4,0,26.8,7.84,7.28,35.8
1990-08-29,41,24.5,0,26.34,9.84,7.04,36.7
1990-08-30,39.7,23.3,0,26.05,8.79,6.45,36.3
1990-08-31,39.1,24.9,0,26.32,8.49,6.45,35.3
1990-09-01,39.6,22.7,0,26.41,8.85,6.66,34.8
1990-09-02,40.3,22.4,0,26.28,9.22,7,35.2
1990-09-03,40.5,21.2,0,26.12,8.24,7.09,34.9
1990-09-04,41.7,23.5,0,25.82,9.62,7.56,35.5
1990-09-05,42.6,23.5,0,25.69,8.57,7.95,37
1990-09-06,41.8,22.2,0,25.43,8.62,7.61,36.5
1990-09-07,41.6,24.8,0,25.38,11.2,7.43,35.2
1990-09-08,40.9,22.8,0,25.15,9.57,7.13,35.4
1990-09-09,41.3,25.5,0,25.19,8.65,7.43,35.5
1990-09-10,42.8,24.5,0,24.36,8.94,7.99,37
1990-09-11,42.4,24.1,0,24.57,10.02,7.76,35.6
1990-09-12,42,24,0,24.37,7.44,7.63,36.4
1990-09-13,41.6,23.1,0,24.47,8.16,7.35,36.5
1990-09-14,38.8,23.8,0,24.23,9.01,6.08,35.4
1990-09-15,37.7,23.4,0,24.11,9.19,5.8,34.4
1990-09-16,37.4,22.6,0,24.12,8.95,5.62,33.5
1990-09-17,38.2,20.5,0,23.81,6.72,5.89,34.7
1990-09-18,40.2,21.5,0,23.85,8.37,6.83,35
1990-09-19,37.2,21.3,0,23.95,8.56,5.64,33.5
1990-09-20,36.9,20.7,0,23.91,7.8,5.69,32.9
1990-09-21,37.3,20.6,0,24.06,8.64,5.87,32.4
1990-09-22,37.7,19.5,0,24,8.48,5.96,32.1
1990-09-23,37.7,19.7,0,23.69,8.34,5.99,32.2
1990-09-24,37.4,19.4,0,23.58,7.06,5.87,32.3
1990-09-25,37.7,19,0,23.65,7.24,5.97,32.5
1990-09-26,37.9,18.8,0,23.38,7.19,5.99,32.1
1990-09-27,37.1,17.9,0,23.68,8.1,5.89,30.4
1990-09-28,37.5,20.4,0,23.47,7.4,6.01,30.4
1990-09-29,37,17.5,0,23.25,6.28,5.81,31.1
1990-09-30,37.7,18.9,0,22.95,7.63,5.95,31.2
1990-10-01,36.1,19.3,0,22.74,7.79,5.39,30.7
1990-10-02,37.1,19.5,0,22.64,8.1,5.77,30.7
1990-10-03,39.2,23.3,0,22.53,9.35,6.45,32.3
1990-10-04,38.4,19.6,0,21.25,7.52,6.17,31.8
1990-10-05,36.6,19.6,0,21.69,7.46,5.61,31.7
1990-10-06,36,19.6,0,22.08,7.88,5.23,30.7
1990-10-07,36.5,18.2,0,22.01,7.11,5.46,30.9
1990-10-08,37.7,19.1,0,21.99,6.68,5.94,31.8
1990-10-09,37.9,18.5,0,21.85,7.35,6.04,31.3
1990-10-10,36.6,18.8,0,21.7,6.32,5.52,31.2
1990-10-11,36.7,19.6,0,21.61,7.02,5.58,31.5
1990-10-12,37.3,20.7,0,21.52,8.7,5.83,30.8
1990-10-13,36.8,22.1,0,21.5,9.21,5.67,30.8
1990-10-14,35.8,17.8,0,21.38,7.24,5.37,29.7
1990-10-15,35.9,20.7,0,21.4,9.16,5.5,29.6
1990-10-16,34,19.6,0,21.15,7.61,4.8,28.4
1990-10-17,33.6,16.1,0,20.74,6.82,4.58,27.8
1990-10-18,32.6,17.1,0,14.44,5.09,4.3,27
1990-10-19,34,17.4,0,20.56,7.14,4.66,28.1
1990-10-20,34,17.2,0,20.68,7.06,4.79,27.8
1990-10-21,33.9,18.2,0,20.62,7.12,4.79,27.8
1990-10-22,33.3,16,0,20.54,6.27,4.62,27.6
1990-10-23,33.6,14.1,0,20.38,5.7,4.7,26.7
1990-10-24,34.4,16.1,0,20.1,6.97,4.82,26.3
1990-10-25,34.5,16.8,0,19.99,7.91,4.97,26.3
1990-10-26,34.5,17,0,19.79,7.04,4.93,27.5
1990-10-27,34,19.1,0,17.31,7.91,4.76,26.4
1990-10-28,32.2,15.1,0,17.69,5.42,4.17,25.7
1990-10-29,30.2,15.8,0,19.22,6.87,3.41,25.1
1990-10-30,29.4,17.5,0,16.75,6.54,3.25,24.8
1990-10-31,30.7,13.8,0,18.77,5.42,3.69,25.2
1990-11-01,32.7,14.6,0,19.12,6.52,4.45,25.3
1990-11-02,29.9,13.2,0,19.17,5.82,3.69,24.5
1990-11-03,28.9,15.5,0,19.05,5,3.29,23.7
1990-11-04,28.8,12.2,0,18.94,5.19,3.3,23.6
1990-11-05,29.4,11.2,0,18.93,5.22,3.53,23.2
1990-11-06,29,13.8,0,18.71,4.99,3.43,23.2
1990-11-07,28.6,10.9,0,18.7,4.77,3.4,22.9
1990-11-08,30.3,10.9,0,18.63,5.19,3.85,22.6
1990-11-09,31.6,12.5,0,18.52,5.85,4.17,22.8
1990-11-10,32.7,14.7,0,18.25,6.88,4.35,23.5
1990-11-11,32.2,13.5,0,17.81,6.09,4.17,23.8
1990-11-12,27.3,14,0,17.73,5.23,2.84,22.7
1990-11-13,24,13.3,0,17.51,5.7,2.22,20.4
1990-11-14,23.7,9.7,0,17.83,5.26,2.36,19.3
1990-11-15,25.9,8.4,0,17.95,4.72,2.77,19.2
1990-11-16,27.2,7.6,0,17.98,4.6,3.06,19.6
1990-11-17,27.1,8.2,0,17.73,4.59,3.05,20.3
1990-11-18,26,9.8,0,17.67,4.08,2.85,20
1990-11-19,27,7.8,0,17.68,4.72,3.13,19.2
1990-11-20,27.9,9.2,0,17.42,5.61,3.32,19.5
1990-11-21,29.3,11.9,0,17.48,5.93,3.68,20.5
1990-11-22,27.9,8.6,0,17.07,4.59,3.36,20.4
1990-11-23,26.3,11.1,0,17.16,4.27,3.11,19.5
1990-11-24,25,5.8,0,17.38,4.48,2.9,17.9
1990-11-25,25.4,7.1,0,15.79,4.14,2.5,18
1990-11-26,28,13.1,0,15.3,4.89,2.94,21.4
1990-11-27,28,16.8,0,13.96,5.35,3.01,22.7
1990-11-28,21.3,13.4,0,12.28,4.7,1.79,18.8
1990-11-29,21.1,9.1,0,14.64,3.06,1.31,18
1990-11-30,25.1,10.6,0,15.76,3.56,2.33,19.7
1990-12-01,27.9,10.1,0,15.95,4.43,3.08,19.5
1990-12-02,27.6,9.4,0,16.14,4.41,3.09,19.7
1990-12-03,27.4,8.3,0,16.15,4.67,3.04,19.1
1990-12-04,27.9,10.9,0,15.61,5.37,3.26,19.5
1990-12-05,27.3,10.8,0,16.3,5.59,3.09,19.4
1990-12-06,26,10.8,0,16.38,4.83,2.78,18.8
1990-12-07,25.9,7.9,0,16.12,3.83,2.63,18.3
1990-12-08,26.4,10.3,0,15.67,3.56,2.72,18
1990-12-09,27.7,9.1,0,15.88,5.07,3.17,18.3
1990-12-10,23.2,9.6,0,15.72,4.26,2.06,17.5
1990-12-11,22.2,8.9,0,15.46,3.89,1.79,17.2
1990-12-12,24.3,8.8,0,15.34,3.86,2.09,18.2
1990-12-13,27.9,11.2,0,15.74,5.48,3.25,19.4
1990-12-14,27.4,12.1,0,15.83,5.42,3.16,19.3
1990-12-15,26.4,8.5,0,15.57,4.2,2.64,19.2
1990-12-16,24.6,9.9,0,15.53,3.66,2.32,18.8
1990-12-17,28.3,11.1,0,15.7,5.26,3.38,19.1
1990-12-18,21.3,8,0,15.72,3.59,1.87,17.2
1990-12-19,21.4,5.8,0,15.67,3.91,1.94,15.2
1990-12-20,26.6,6.5,0,15.69,5.13,3.02,16.4
1990-12-21,23.9,11.4,0,15.98,5.41,2.54,18
1990-12-22,20.8,5,0,15.64,3.26,1.9,15.5
1990-12-23,19.4,5.1,0,15.46,3.1,1.55,14.8
1990-12-24,25,5.3,0,15.48,3.71,2.58,15.8
1990-12-25,26.8,7.1,0,15.29,5.05,3.03,16.9
1990-12-26,21.5,7.1,0,15.42,3.23,1.82,16.3
1990-12-27,14.3,5,0,15.54,3.63,1.13,12.3
1990-12-28,11.9,-0.7,0,16.14,2.86,1.14,8.8
1990-12-29,17.8,-0.6,0,15.84,3.43,1.73,10.2
1990-12-30,22,4,0,15.62,4.23,2.2,13.9
1990-12-31,23.4,7.8,0,15.69,4.76,2.53,16.3
1991-01-01,25.3,8,0,15.46,5.73,2.84,16.5
1991-01-02,21.3,10.5,2.3,6.18,3.36,1.59,15.9
1991-01-03,14.6,4.7,0,15.66,2.4,0.92,12.3
1991-01-04,17.9,0.1,0,14.29,2.49,1.33,11.7
1991-01-05,16.9,7.7,0,13.36,2.83,1.1,13.7
1991-01-06,14.6,4.6,0,13.54,2.14,0.92,11.7
1991-01-07,17.6,0,0,16.16,3.06,1.38,11.1
1991-01-08,22.7,8.5,0,14.13,3.8,1.89,15.5
1991-01-09,18.5,8.8,0,15.91,3.97,1.56,14.9
1991-01-10,14.4,2.4,0,16.3,2.71,1.16,11.3
1991-01-11,15,1,0,14.75,2.63,1.16,10.8
1991-01-12,14.2,7.9,1.8,6.84,1.9,0.86,12
1991-01-13,16,10.2,25.1,6.15,1.11,0.41,12.8
1991-01-14,15.4,7.8,0,12.98,1.75,0.57,13.2
1991-01-15,13.1,2.7,0,14.96,2.05,0.61,10.6
1991-01-16,14.3,2.4,0,10.95,1.73,0.68,9.4
1991-01-17,19.3,9.5,0,9.78,2.01,0.95,12.6
1991-01-18,22.3,11.1,0.3,9.92,2.15,1.16,14.6
1991-01-19,21.3,12,0,14.32,2.43,0.93,17.5
1991-01-20,23.1,13.7,0,15.42,2.76,1.04,19.2
1991-01-21,25,14.4,0,13.73,2.67,1.53,19.2
1991-01-22,18,14.4,0.1,6.15,1.1,0.4,17.6
1991-01-23,18.6,12.2,0.5,7.66,1.38,0.72,16.8
1991-01-24,17,10.1,0.1,7.81,1.48,0.72,14.8
1991-01-25,18,6,0,17.27,2.93,1.39,13.3
1991-01-26,15.4,3.9,0.5,17.11,3,1.28,11.5
1991-01-27,9.9,5.6,0,14.66,2.36,0.66,9.7
1991-01-28,9.8,2.8,0,16.28,2.22,0.68,9.5
1991-01-29,17.9,-0.8,0,17.78,3.07,1.36,9.4
1991-01-30,20.8,7.7,0,17.91,4.12,2,14.5
1991-01-31,20.1,5.8,0,18.13,3.95,1.79,13.7
1991-02-01,20.5,3.8,0,17.41,3.48,1.76,14.3
1991-02-02,22.8,6.5,0,15.19,4.69,2.11,15.4
1991-02-03,22.4,11,0,17.68,5.7,2.38,19
1991-02-04,17.5,3.2,0,19.02,3.9,1.66,14
1991-02-05,17.2,3.4,0,17.82,3.79,1.42,13.5
1991-02-06,25.8,8.8,0,16.52,5.13,2.6,17.5
1991-02-07,16.6,6.4,0,18.95,4.2,1.39,15
1991-02-08,15.3,2,0,19.28,3.57,1.29,12.3
1991-02-09,17.3,1.5,0,19.53,3.81,1.57,12.5
1991-02-10,16.8,0.8,0,19.74,3.76,1.45,12.5
1991-02-11,21.1,4.1,0,18.14,4.82,2.03,14
1991-02-12,16.8,5.1,0,19.94,4.63,1.47,13.1
1991-02-13,16.9,1.3,0,18.23,4,1.49,12.4
1991-02-14,19.9,3.4,0,18.47,4.85,1.93,14.1
1991-02-15,20.9,7.2,0,18.77,5.62,2.26,15.7
1991-02-16,23.4,6.1,0,20.4,6.36,2.57,15.6
1991-02-17,18.9,11.6,2.6,9.27,3.27,1.52,15.6
1991-02-18,20.4,8.6,1.1,18.87,3.34,1.24,15.8
1991-02-19,21.7,9.6,0,13.68,3.13,1.6,15.5
1991-02-20,26.2,11.4,0.3,20.56,5.05,2.85,18.3
1991-02-21,19.7,8.2,0,20.69,4.18,1.54,15.4
1991-02-22,19,4.5,0,21.1,3.77,1.57,15.4
1991-02-23,26.6,5.8,0,20.73,5.1,2.81,17.9
1991-02-24,29.2,13.9,0.1,18.81,5.54,3.19,22.1
1991-02-25,31.6,14.7,0.3,17.14,5.75,3.83,23.4
1991-02-26,27.3,16.2,3,12,4.69,2.74,21.7
1991-02-27,24.3,14,2.5,16.54,3.62,1.86,19.8
1991-02-28,18.1,8.8,0.5,17.06,2.99,0.89,15.5
1991-03-01,17.4,5.1,0,22.32,3.62,1.29,14.4
1991-03-02,20.3,4.4,0,20.1,3.75,1.69,14.7
1991-03-03,22.6,7.5,0,21.83,4.59,2.1,16.8
1991-03-04,26,9.6,0,16.89,6.38,2.78,18.6
